179,67,78663,837177,837860,17477
180,25,23460,173300,748800,17300
181,28,33257,461017,764694,17317
182,31,43054,750328,886124,17528
183,34,52851,91233,163672,17933
184,37,62648,383732,497920,18532
185,40,72445,677825,939450,19325
186,43,17242,23512,538844,20312
187,46,27039,320793,246684,21493
188,49,36836,619668,63552,22868
189,52,46633,920137,940030,24437
190,55,56430,272200,26700,26200
191,58,66227,575857,174144,28157
192,61,76024,881108,432944,30308
193,64,20821,237953,803682,32653
194,67,30618,546392,336940,35192
195,25,40415,856425,933300,37925
196,28,50212,218052,693344,5852
197,31,60009,531273,567654,8973
198,34,69806,846088,556812,12288
199,37,79603,212497,661400,15797
200,40,24400,530500,882000,19500
