179,67,78663,837177,837860,17477
180,25,23460,173300,748800,17300
181,28,33257,461017,764694,17317
182,31,43054,750328,886124,17528
183,34,52851,91233,163672,17933
184,37,62648,383732,497920,18532
185,40,72445,677825,939450,19325
186,43,17242,23512,538844,20312
187,46,27039,320793,246684,21493
188,49,36836,619668,63552,22868
189,52,46633,920137,940030,24437
190,55,56430,272200,26700,26200
191,58,66227,575857,174144,28157
192,61,76024,881108,432944,30308
193,64,20821,237953,803682,32653
194,67,30618,546392,336940,35192
195,25,40415,856425,933300,37925
196,28,50212,218052,693344,5852
197,31,60009,531273,567654,8973
198,34,69806,846088,556812,12288
199,37,79603,212497,661400,15797
200,40,24400,530500,882000,19500
201,43,34197,850097,269194,23397
202,46,43994,221288,723564,27488
203,49,53791,544073,345692,31773
204,52,63588,868452,86160,36252
205,55,73385,244425,895550,5925
206,58,18182,571992,874444,10792
207,61,27979,901153,23424,15853
208,64,37776,281908,243072,21108
209,67,47573,614257,583970,26557
210,25,57370,948200,96700,32200
211,28,67167,333737,681844,38037
212,31,76964,670868,439984,9068
213,34,21761,59593,321702,15293
214,37,31558,399912,327580,21712
215,40,41355,741825,458200,28325
216,43,51152,135332,714144,35132
217,46,60949,480433,145994,7133
218,49,70746,827128,654332,14328
219,52,15543,225417,339740,21717
220,55,25340,575300,152800,29300
221,58,35137,926777,94094,37077
222,61,44934,329848,164204,10048
223,64,54731,684513,363712,18213
224,67,64528,90772,693200,26572
225,25,74325,448625,203250,35125
226,28,19122,808072,794444,8872
227,31,28919,219113,567364,17813
228,34,38716,581748,472592,26948
229,37,48513,945977,510710,36277
230,40,58310,361800,682300,10800
231,43,68107,729217,37944,20517
232,46,77904,148228,478224,30428
233,49,22701,518833,103722,5533
234,52,32498,891032,815020,15832
235,55,42295,314825,712700,26325
236,58,52092,690212,747344,37012
237,61,61889,117193,919534,12893
238,64,71686,495768,279852,23968
239,67,16483,875937,728880,35237
240,25,26280,307700,367200,11700
241,28,36077,691057,145394,23357
242,31,45874,126008,64044,35208
243,34,55671,512553,123732,12253
244,37,65468,900692,325040,24492
245,40,75265,340425,668550,36925
246,43,20062,731752,204844,14552
247,46,29859,174673,834504,27373
248,49,39656,569188,658112,5388
249,52,49453,15297,626250,18597
250,55,59250,413000,739500,32000
251,58,69047,812297,48444,10597
252,61,78844,263188,453664,24388
253,64,23641,665673,55742,38373
254,67,33438,119752,755260,17552
255,25,43235,525425,652800,31925
256,28,53032,932692,698944,11492
257,31,62829,391553,894274,26253
258,34,72626,802008,289372,6208
259,37,17423,264057,784820,21357
260,40,27220,677700,481200,36700
261,43,37017,142937,329094,17237
262,46,46814,559768,329084,32968
263,49,56611,28193,481752,13893
264,52,66408,448212,787680,30012
265,55,76205,869825,297450,11325
266,58,21002,343032,911644,27832
267,61,30799,767833,730844,9533
268,64,40596,244228,705632,26428
269,67,50393,672217,836590,8517
270,25,60190,151800,174300,25800
271,28,69987,582977,619344,8277
272,31,79784,65748,272304,25948
273,34,24581,500113,83762,8813
274,37,34378,936072,54300,26872
275,40,44175,423625,184500,10125
276,43,53972,862772,474944,28572
277,46,63769,353513,926214,12213
278,49,73566,795848,588892,31048
279,52,18363,289777,413560,15077
280,55,28160,735300,400800,34300
281,58,37957,232417,551194,18717
282,61,47754,681128,865324,38328
283,64,57551,181433,393772,23133
284,67,67348,633332,87120,8132
285,25,77145,136825,895950,28325
286,28,21942,591912,920844,13712
287,31,31739,98593,162384,34293
288,34,41536,556868,521152,20068
289,37,51333,66737,97730,6037
290,40,61130,528200,792700,27200
291,43,70927,41257,706644,13557
292,46,15724,505908,790144,35108
293,49,25521,22153,93782,21853
294,52,35318,489992,518140,8792
295,55,45115,9425,163800,30925
296,58,54912,480452,931344,18252
297,61,64709,3073,921354,5773
298,64,74506,477288,134412,28488
299,67,19303,3097,471100,16397
300,25,29100,480500,32000,4500
301,28,38897,9497,717694,27797
302,31,48694,490088,628764,16288
303,34,58491,22273,715792,4973
304,37,68288,506052,29360,28852
305,40,78085,41425,470050,17925
306,43,22882,528392,138444,7192
307,46,32679,66953,935124,31653
308,49,42476,557108,10672,21308
309,52,52273,98857,215670,11157
310,55,62070,592200,600700,36200
311,58,71867,137137,216344,26437
312,61,16664,633668,13184,16868
313,64,26461,181793,941802,7493
314,67,36258,681512,152780,33312
315,25,46055,232825,496700,24325
316,28,55852,735732,74144,15532
317,31,65649,290233,785694,6933
318,34,75446,796328,731932,33528
319,37,20243,354017,863440,25317
320,40,30040,863300,230800,17300
321,43,39837,424177,734594,9477
322,46,49634,936648,475404,36848
323,49,59431,500713,403812,29413
324,52,69228,66372,520400,22172
325,55,79025,583625,825750,15125
326,58,23822,152472,370444,8272
327,61,33619,672913,105064,36613
328,64,43416,244948,30192,30148
329,67,53213,768577,146410,23877
330,25,63010,343800,454300,17800
331,28,72807,870617,4444,11917
332,31,17604,449028,697424,6228
333,34,27401,29033,633822,35733
334,37,37198,560632,764220,30432
335,40,46995,143825,139200,25325
336,43,56792,678612,659344,20412
337,46,66589,264993,425234,15693
338,49,76386,802968,387452,11168
339,52,21183,392537,546580,6837
340,55,30980,933700,903200,37700
341,58,40777,526457,507894,33757
342,61,50574,120808,311244,30008
343,64,60371,666753,313832,26453
344,67,70168,264292,516240,23092
345,25,79965,813425,919050,19925
346,28,24762,414152,572844,16952
347,31,34559,16473,428204,14173
348,34,44356,570388,485712,11588
349,37,54153,175897,745950,9197
350,40,63950,733000,259500,7000
351,43,73747,341697,926944,4997
352,46,18544,901988,848864,38188
353,49,28341,513873,25842,36573
354,52,38138,127352,358460,35152
355,55,47935,692425,897300,33925
356,58,57732,309092,692944,32892
357,61,67529,877353,695974,32053
358,64,77326,497208,906972,31408
359,67,22123,118657,376520,30957
360,25,31920,691700,55200,30700
361,28,41717,316337,893594,30637
362,31,51514,892568,42284,30768
363,34,61311,520393,351852,31093
364,37,71108,149812,872880,31612
365,40,15905,730825,655950,32325
366,43,25702,363432,651644,33232
367,46,35499,947633,860544,34333
368,49,45296,583428,333232,35628
369,52,55093,220817,20290,37117
370,55,64890,809800,872300,38800
371,58,74687,450377,39844,5677
372,61,19484,92548,373504,7748
373,64,29281,686313,923862,10013
374,67,39078,331672,741500,12472
375,25,48875,928625,777000,15125
376,28,58672,577172,80944,17972
377,31,68469,227313,553914,21013
378,34,78266,829048,296492,24248
379,37,23063,482377,259260,27677
380,40,32860,137300,442800,31300
381,43,42657,743817,847694,35117
382,46,52454,401928,524524,39128
383,49,62251,61633,423872,8333
384,52,72048,672932,546320,12732
385,55,16845,335825,892450,17325
386,58,26642,950312,512844,22112
387,61,36439,616393,358084,27093
388,64,46236,284068,428752,32268
389,67,56033,903337,725430,37637
390,25,65830,574200,298700,8200
391,28,75627,246657,99144,13957
392,31,20424,870708,127344,19908
393,34,30221,546353,383882,26053
394,37,40018,223592,869340,32392
395,40,49815,852425,634300,38925
396,43,59612,532852,629344,10652
397,46,69409,214873,855054,17573
398,49,79206,848488,362012,24688
399,52,24003,533697,100800,31997
400,55,33800,220500,72000,4500
401,58,43597,858897,276194,12197
402,61,53394,548888,713964,20088
403,64,63191,240473,435892,28173
404,67,72988,883652,392560,36452
405,25,17785,578425,584550,9925
406,28,27582,274792,62444,18592
407,31,37379,922753,726824,27453
408,34,47176,622308,678272,36508
409,37,56973,323457,867370,10757
410,40,66770,26200,344700,20200
411,43,76567,680537,60844,29837
412,46,21364,386468,16384,4668
413,49,31161,93993,211902,14693
414,52,40958,753112,647980,24912
415,55,50755,463825,375200,35325
416,58,60552,176132,344144,10932
417,61,70349,840033,555394,21733
418,64,15146,555528,59532,32728
419,67,24943,272617,757140,8917
420,25,34740,941300,748800,20300
421,28,44537,661577,35094,31877
422,31,54334,383448,516604,8648
423,34,64131,106913,293912,20613
424,37,73928,781972,317600,32772
425,40,18725,508625,588250,10125
426,43,28522,236872,156444,22672
427,46,38319,916713,922764,35413
428,49,48116,648148,37792,13348
429,52,57913,381177,352110,26477
430,55,67710,115800,916300,4800
431,58,77507,802017,780944,18317
432,61,22304,539828,896624,32028
433,64,32101,279233,313922,10933
434,67,41898,20232,933420,25032
435,25,51695,712825,855700,39325
436,28,61492,457012,81344,18812
437,31,71289,202793,510934,33493
438,34,16086,900168,245052,13368
439,37,25883,649137,234280,28437
440,40,35680,399700,479200,8700
441,43,45477,151857,30394,24157
442,46,55274,855608,788444,4808
443,49,65071,610953,853932,20653
444,52,74868,367892,227440,36692
445,55,19665,126425,809550,17925
446,58,29462,836552,700844,34352
447,61,39259,598273,851904,15973
448,64,49056,361588,313312,32788
449,67,58853,126497,35650,14797
450,25,68650,843000,19500,32000
451,28,78447,611097,265444,14397
452,31,23244,380788,774064,31988
453,34,33041,152073,595942,14773
454,37,42838,874952,681660,32752
455,40,52635,649425,81800,15925
456,43,62432,425492,696944,34292
457,46,72229,203153,627674,17853
458,49,17026,932408,824572,36608
459,52,26823,713257,338220,20557
460,55,36620,495700,119200,4700
461,58,46417,279737,168094,24037
462,61,56214,65368,485484,8568
463,64,66011,802593,121952,28293
464,67,75808,591412,28080,13212
465,25,20605,381825,204450,33325
466,28,30402,173832,651644,18632
467,31,40199,917433,420244,39133
468,34,49996,712628,460832,24828
469,37,59793,509417,773990,10717
470,40,69590,307800,410300,31800
471,43,79387,107777,320344,18077
472,46,24184,859348,504704,4548
473,49,33981,662513,13962,26213
474,52,43778,467272,748700,13072
475,55,53575,273625,809500,35125
476,58,63372,81572,196944,22372
477,61,73169,841113,811614,9813
478,64,17966,652248,754092,32448
479,67,27763,464977,24960,20277
480,25,37560,279300,524800,8300
481,28,47357,95217,354194,31517
482,31,57154,862728,463724,19928
483,34,66951,681833,853972,8533
484,37,76748,502532,575520,32332
485,40,21545,324825,578950,21325
486,43,31342,148712,864844,10512
487,46,41139,924193,483784,34893
488,49,50936,751268,386352,24468
489,52,60733,579937,573130,14237
490,55,70530,410200,94700,39200
491,58,15327,242057,851644,29357
492,61,25124,75508,944544,19708
493,64,34921,860553,373982,10253
494,67,44718,697192,90540,35992
495,25,54515,535425,94800,26925
496,28,64312,375252,387344,18052
497,31,74109,216673,18754,9373
498,34,18906,59688,889612,35888
499,37,28703,854297,150500,27597
500,40,38500,700500,652000,19500
501,43,48297,548297,494694,11597
502,46,58094,397688,629164,38888
503,49,67891,248673,105992,31373
504,52,77688,101252,825760,24052
505,55,22485,905425,889050,16925
506,58,32282,761192,296444,9992
507,61,42079,618553,948524,38253
508,64,51876,477508,945872,31708
509,67,61673,338057,289070,25357
510,25,71470,200200,878700,19200
511,28,16267,63937,815344,13237
512,31,26064,879268,99584,7468
513,34,35861,746193,632002,36893
514,37,45658,614712,513180,31512
515,40,55455,484825,693700,26325
516,43,65252,356532,224144,21332
517,46,75049,229833,55094,16533
518,49,19846,104728,187132,11928
519,52,29643,931217,620840,7517
520,55,39440,809300,406800,38300
521,58,49237,688977,495594,34277
522,61,59034,570248,887804,30448
523,64,68831,453113,634012,26813
524,67,78628,337572,684800,23372
525,25,23425,223625,90750,20125
526,28,33222,111272,752444,17072
527,31,43019,513,770464,14213
528,34,52816,841348,145392,11548
529,37,62613,733777,777810,9077
530,40,72410,627800,768300,6800
531,43,17207,523417,117444,4717
532,46,27004,420628,725824,37828
533,49,36801,319433,694022,36133
534,52,46598,219832,22620,34632
535,55,56395,121825,612200,33325
536,58,66192,25412,563344,32212
537,61,75989,880593,826634,31293
538,64,20786,787368,452652,30568
539,67,30583,695737,391980,30037
540,25,40380,605700,645200,29700
541,28,50177,517257,262894,29557
542,31,59974,430408,195644,29608
543,34,69771,345153,444032,29853
544,37,79568,261492,58640,30292
545,40,24365,179425,940050,30925
546,43,34162,98952,238844,31752
547,46,43959,20073,805604,32773
548,49,53756,892788,740912,33988
549,52,63553,817097,45350,35397
550,55,73350,743000,619500,37000
551,58,18147,670497,563944,38797
552,61,27944,599588,829264,5788
553,64,37741,530273,466042,7973
554,67,47538,462552,424860,10352
555,25,57335,396425,706300,12925
556,28,67132,331892,360944,15692
557,31,76929,268953,339374,18653
558,34,21726,207608,642172,21808
559,37,31523,147857,319920,25157
560,40,41320,89700,323200,28700
561,43,51117,33137,652594,32437
562,46,60914,928168,358684,36368
563,49,70711,874793,392052,5493
564,52,15508,823012,753280,9812
565,55,25305,772825,492950,14325
566,58,35102,724232,561644,19032
567,61,44899,677233,9944,23933
568,64,54696,631828,738432,29028
569,67,64493,588017,847690,34317
570,25,74290,545800,338300,4800
571,28,19087,505177,160844,10477
572,31,28884,466148,315904,16348
573,34,38681,428713,804062,22413
574,37,48478,392872,675900,28672
575,40,58275,358625,882000,35125
576,43,68072,325972,472944,6772
577,46,77869,294913,399314,13613
578,49,22666,265448,661692,20648
579,52,32463,237577,310660,27877
580,55,42260,211300,296800,35300
581,58,52057,186617,620694,7917
582,61,61854,163528,332924,15728
583,64,71651,142033,384072,23733
584,67,16448,122132,774720,31932
585,25,26245,103825,555450,5325
586,28,36042,87112,676844,13912
587,31,45839,71993,189484,22693
588,34,55636,58468,43952,31668
589,37,65433,46537,240830,5837
590,40,75230,36200,780700,15200
591,43,20027,27457,714144,24757
592,46,29824,20308,41744,34508
593,49,39621,14753,664082,9453
594,52,49418,10792,681740,19592
595,55,59215,8425,95300,29925
596,58,69012,7652,805344,5452
597,61,78809,8473,912454,16173
598,64,23606,10888,417212,27088
599,67,33403,14897,270200,38197
600,25,43200,20500,472000,14500
601,28,52997,27697,73194,25997
602,31,62794,36488,24364,37688
603,34,72591,46873,326092,14573
604,37,17388,58852,28960,26652
605,40,27185,72425,83550,38925
606,43,36982,87592,490444,16392
607,46,46779,104353,300224,29053
608,49,56576,122708,463472,6908
609,52,66373,142657,30770,19957
610,55,76170,164200,902700,33200
611,58,20967,187337,229844,11637
612,61,30764,212068,862784,25268
613,64,40561,238393,902102,39093
614,67,50358,266312,348380,18112
615,25,60155,295825,152200,32325
616,28,69952,326932,314144,11732
617,31,79749,359633,834794,26333
618,34,24546,393928,764732,6128
619,37,34343,429817,104540,21117
620,40,44140,467300,754800,36300
621,43,53937,506377,816094,16677
622,46,63734,547048,289004,32248
623,49,73531,589313,124112,13013
624,52,18328,633172,322000,28972
625,55,28125,678625,883250,10125
626,58,37922,725672,858444,26472
627,61,47719,774313,248164,8013
628,64,57516,824548,2992,24748
629,67,67313,876377,123510,6677
630,25,77110,929800,610300,23800
631,28,21907,34817,513944,6117
632,31,31704,91428,785024,23628
633,34,41501,149633,474122,6333
634,37,51298,209432,531820,24232
635,40,61095,270825,8700,7325
636,43,70892,333812,805344,25612
637,46,15689,398393,72334,9093
638,49,25486,464568,660252,27768
639,52,35283,532337,669680,11637
640,55,45080,601700,101200,30700
641,58,54877,672657,855394,14957
642,61,64674,745208,82844,34408
643,64,74471,819353,634132,19053
644,67,19268,895092,609840,38892
645,25,29065,22425,10550,23925
646,28,38862,101352,736844,9152
647,31,48659,181873,889304,29573
648,34,58456,263988,468512,15188
649,37,68253,347697,425050,35997
650,40,78050,433000,759500,22000
651,43,22847,519897,522444,8197
652,46,32644,608388,664464,29588
653,49,42441,698473,236142,16173
654,52,52238,790152,188060,37952
655,55,62035,883425,520800,24925
656,58,71832,28292,284944,12092
657,61,16629,124753,431074,34453
658,64,26426,222808,9772,22008
659,67,36223,322457,921620,9757
660,25,46020,423700,317200,32700
661,28,55817,526537,97094,20837
662,31,65614,630968,261884,9168
663,34,75411,736993,812152,32693
664,37,20208,844612,798480,21412
665,40,30005,3825,221450,10325
666,43,39802,114632,31644,34432
667,46,49599,227033,229644,23733
668,49,59396,341028,816032,13228
669,52,69193,456617,841390,37917
670,55,78990,573800,306300,27800
671,58,23787,692577,161344,17877
672,61,33584,812948,407104,8148
673,64,43381,934913,94162,33613
674,67,53178,108472,173100,24272
675,25,62975,233625,644500,15125
676,28,72772,360372,558944,6172
677,31,17569,488713,867014,32413
678,34,27366,618648,619292,23848
679,37,37163,750177,766360,15477
680,40,46960,883300,358800,7300
681,43,56757,68017,347194,34317
682,46,66554,204328,732124,26528
683,49,76351,342233,564172,18933
684,52,21148,481732,793920,11532
685,55,30945,622825,471950,39325
686,58,40742,765512,548844,32312
687,61,50539,909793,75184,25493
688,64,60336,105668,951552,18868
689,67,70133,253137,328530,12437
690,25,79930,402200,106700,6200
691,28,24727,552857,286644,35157
692,31,34524,705108,868944,29308
693,34,44321,858953,904182,23653
694,37,54118,64392,392940,18192
695,40,63915,221425,285800,12925
696,43,73712,380052,583344,7852
697,46,18509,540273,336154,37973
698,49,28306,702088,494812,33288
699,52,38103,865497,109900,28797
700,55,47900,80500,132000,24500
701,58,57697,247097,561694,20397
702,61,67494,415288,449564,16488
703,64,77291,585073,746192,12773
704,67,22088,756452,502160,9252
705,25,31885,929425,668050,5925
706,28,41682,153992,294444,37792
707,31,51479,330153,331924,34853
708,34,61276,507908,781072,32108
709,37,71073,687257,692470,29557
710,40,15870,868200,66700,27200
711,43,25667,100737,804344,25037
712,46,35464,284868,55984,23068
713,49,45261,470593,672202,21293
714,52,55058,657912,753580,19712
715,55,64855,846825,300700,18325
716,58,74652,87332,264144,17132
717,61,19449,279433,644494,16133
718,64,29246,473128,492332,15328
719,67,39043,668417,758240,14717
720,25,48840,865300,492800,14300
721,28,58637,113777,646594,14077
722,31,68434,313848,270204,14048
723,34,78231,515513,314212,14213
724,37,23028,718772,779200,14572
725,40,32825,923625,715750,15125
726,43,42622,180072,124444,15872
727,46,52419,388113,905864,16813
728,49,62216,597748,210592,17948
729,52,72013,808977,889210,19277
730,55,16810,71800,92300,20800
731,58,26607,286217,670444,22517
732,61,36404,502228,724224,24428
733,64,46201,719833,254222,26533
734,67,55998,939032,211020,28832
735,25,65795,209825,595200,31325
736,28,75592,432212,457344,34012
737,31,20389,656193,748034,36893
738,34,30186,881768,517852,4968
739,37,39983,158937,717380,8237
740,40,49780,387700,397200,11700
741,43,59577,618057,507894,15357
742,46,69374,850008,100044,19208
743,49,79171,133553,124232,23253
744,52,23968,368692,581040,27492
745,55,33765,605425,521050,31925
746,58,43562,843752,894844,36552
747,61,53359,133673,753004,6373
748,64,63156,375188,96112,11388
749,67,72953,618297,824750,16597
750,25,17750,863000,89500,22000
751,28,27547,159297,740944,27597
752,31,37344,407188,879664,33388
753,34,47141,656673,506242,39373
754,37,56938,907752,571260,10552
755,40,66735,210425,125300,16925
756,43,76532,464692,118944,23492
757,46,21329,720553,552774,30253
758,49,31126,28008,477372,37208
759,52,40923,287057,843320,9357
760,55,50720,547700,701200,16700
761,58,60517,809937,51594,24237
762,61,70314,123768,795084,31968
763,64,15111,389193,82252,4893
764,67,24908,656212,763680,13012
765,25,34705,924825,939950,21325
766,28,44502,245032,611644,29832
767,31,54299,516833,729344,38533
768,34,64096,790228,343632,12428
769,37,73893,115217,405090,21517
770,40,18690,391800,914300,30800
771,43,28487,669977,921844,5277
772,46,38284,949748,428304,14948
773,49,48081,281113,384262,24813
774,52,57878,564072,790300,34872
775,55,67675,848625,697000,10125
776,58,77472,184772,104944,20572
777,61,22269,472513,914714,31213
778,64,32066,761848,276892,7048
779,67,41863,102777,92060,18077
780,25,51660,395300,360800,29300
781,28,61457,689417,133694,5717
782,31,71254,35128,361324,17328
783,34,16051,332433,94272,29133
784,37,25848,631332,283120,6132
785,40,35645,931825,928450,18325
786,43,45442,283912,130844,30712
787,46,55239,587593,740884,8293
788,49,65036,892868,859152,21068
789,52,74833,249737,486230,34037
790,55,19630,558200,572700,12200
791,58,29427,868257,169144,25557
792,61,39224,229908,226144,39108
793,64,49021,543153,744282,17853
794,67,58818,857992,774140,31792
795,25,68615,224425,316300,10925
796,28,78412,542452,321344,25252
797,31,23209,862073,789854,4773
798,34,33006,233288,772412,19488
799,37,42803,556097,269600,34397
800,40,52600,880500,232000,14500
801,43,62397,256497,660194,29797
802,46,72194,584088,604764,10288
803,49,16991,913273,66292,25973
804,52,26788,294052,945360,6852
805,55,36585,626425,392550,22925
806,58,46382,10392,308444,39192
807,61,56179,345953,693624,20653
808,64,65976,683108,598672,37308
809,67,75773,71857,24170,19157
810,25,20570,412200,870700,36200
811,28,30367,754137,288844,18437
812,31,40164,147668,179184,35868
813,34,49961,492793,542302,18493
814,37,59758,839512,428780,36312
815,40,69555,237825,789200,19325
816,43,79352,587732,674144,37532
817,46,24149,939233,84194,20933
818,49,33946,342328,919932,4528
819,52,43743,697017,331940,23317
820,55,53540,103300,220800,7300
821,58,63337,461177,587094,26477
822,61,73134,820648,481404,10848
823,64,17931,231713,854312,30413
824,67,27728,594372,756400,15172
825,25,37525,8625,188250,35125
826,28,47322,374472,100444,20272
827,31,57119,741913,493564,5613
828,34,66916,160948,418192,26148
829,37,76713,531577,824910,11877
830,40,21510,903800,764300,32800
831,43,31307,327617,236944,18917
832,46,41104,703028,193424,5228
833,49,50901,130033,634322,26733
834,52,60698,508632,610220,13432
835,55,70495,888825,121700,35325
836,58,15292,320612,119344,22412
837,61,25089,703993,603734,9693
838,64,34886,138968,625452,32168
839,67,44683,525537,185080,19837
840,25,54480,913700,233200,7700
841,28,64277,353457,770394,30757
842,31,74074,744808,847244,19008
843,34,18871,187753,464332,7453
844,37,28668,582292,572240,31092
845,40,38465,28425,221550,19925
846,43,48262,426152,362844,8952
847,46,58059,825473,46704,33173
848,49,67856,276388,223712,22588
849,52,77653,678897,894450,12197
850,55,22450,133000,159500,37000
851,58,32247,538697,869444,26997
852,61,42044,945988,174864,17188
853,64,51841,404873,926342,7573
854,67,61638,815352,274460,33152
855,25,71435,277425,119800,23925
856,28,16232,691092,462944,14892
857,31,26029,156353,354474,6053
858,34,35826,573208,744972,32408
859,37,45623,41657,685020,23957
860,40,55420,461700,175200,15700
861,43,65217,883337,166094,7637
862,46,75014,356568,658284,34768
863,49,19811,781393,702352,27093
864,52,29608,257812,298880,19612
865,55,39405,685825,398450,12325
866,58,49202,165432,51644,5232
867,61,58999,596633,209044,33333
868,64,68796,79428,871232,26628
869,67,78593,513817,138790,20117
870,25,23390,949800,862300,13800
871,28,33187,437377,192344,7677
872,31,42984,876548,29504,36748
873,34,52781,367313,374362,31013
874,37,62578,809672,277500,25472
875,40,72375,303625,689500,20125
